LEVEL_1_CASE_TYPE,CASE_NUMBER,CASE_HASHKEY,LEVEL_2_CASE_TYPE,DOCUMENT_ID,DOCUMENT_FILED_DATE,DOCUMENT_NAME,SOURCE_SYSTEM_ID,DOCUMENT_HASHKEY,DOCUMENT_TYPE,DOCUMENT_NUMBER,DOCUMENT_NAME_DRIVE,LINK_DRIVE
Collections,24NWLC43493,1008648898984973824,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107861248,2025-04-17 00:00:00.000,Declaration (name extension),2,171046370312039345031434928930283554,Declaration,DEC010,declaration_24nwlc43493_107861248,https://drive.google.com/file/d/15J-TypFiZnwLjtBvHd6qmMw1EaHeFzlQ/view?usp=drivesdk
Collections,24NWLC43493,1008648898984973824,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107861247,2025-05-14 00:00:00.000,Default Judgment,2,63784700094075822467263590749180139,Judgment,JUD020,,
Collections,24NWLC44200,396960152116248896,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104061944,2024-10-11 00:00:00.000,Complaint,2,772120731635576882367069775039506452,Complaint,COM040,complaint_24nwlc44200_104061944,https://drive.google.com/file/d/1SsJtG9ys4GGbhYobR1RpRQXDoRCfh0-W/view?usp=drivesdk
Collections,24NWLC44200,396960152116248896,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104061996,2024-10-11 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,1074711561549291384289641331434014042,Declaration,DEC075,declaration_24nwlc44200_104061996,
Collections,24NWLC44200,396960152116248896,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104061998,2024-10-11 00:00:00.000,Summons,2,1252426838987799505882058702064309298,Issuance,ISS030,,
Collections,24NWLC44200,396960152116248896,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104062001,2024-10-11 00:00:00.000,Civil Case Cover Sheet,2,252695134353887717184881800849618707,Miscellaneous,MISC020,,
Collections,24NWLC44200,396960152116248896,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104062028,2024-10-11 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,958186878605815677574475192659047333,Order to Show Cause,OSC030,,
Collections,24NWLC44200,396960152116248896,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104062034,2024-10-11 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,1172625634447733644024191029644980838,Notice,NTC040L,,
Collections,24NWLC44200,396960152116248896,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104352775,2024-11-12 00:00:00.000,Proof of Personal Service,2,1202428790252533194490029832410694385,Proof of Service,POS110,,
Collections,24NWLC44200,396960152116248896,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",106860316,2025-03-07 00:00:00.000,Request for Entry of Default / Judgment,2,104443002250514693358339019183248369,Request,REQ080,request_for_default_judgment_24nwlc44200_106860316,https://drive.google.com/file/d/13IBpPCe1bmPAcj9g8gwNBQuhLZGdS3oO/view?usp=drivesdk
Collections,24NWLC44200,396960152116248896,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",106860318,2025-03-07 00:00:00.000,Declaration of Costs - CCP 1033,2,696755641555418740685780298615630441,Costs,CST010,declaration_24nwlc44200_106860318,
Collections,24NWLC44200,396960152116248896,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",106860319,2025-03-07 00:00:00.000,Declaration Pursuant to 585 CCP in Support of Default Judgment,2,906216763431604730141584133367262524,Declaration,DEC071,declaration_24nwlc44200_106860319,https://drive.google.com/file/d/16Xup0UKiFaZzL0lu2wtef9EHJwXa3boh/view?usp=drivesdk
Collections,24NWLC44200,396960152116248896,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",106860320,2025-03-07 00:00:00.000,Request for Dismissal,2,872436475424656433912302873003326716,Request,REQ070,,
Collections,24NWLC44200,396960152116248896,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",106860317,2025-03-19 00:00:00.000,Judgment,2,736719805089109550228699792141619464,Judgment,JUD015,,
Collections,24NWLC46008,937598009662479744,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104182652,2024-10-18 00:00:00.000,Complaint,2,1059614645718926311994656919347991678,Complaint,COM040,complaint_24nwlc46008_104182652,https://drive.google.com/file/d/1-SMMuXQ8somJVahJpJ8y-GHn5_kzDGpW/view?usp=drivesdk
Collections,24NWLC46008,937598009662479744,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104182653,2024-10-18 00:00:00.000,Civil Case Cover Sheet,2,634628904252364345487863430449071263,Miscellaneous,MISC020,,
Collections,24NWLC46008,937598009662479744,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104182654,2024-10-18 00:00:00.000,Summons,2,591471156289516283141108541366521852,Issuance,ISS030,,
Collections,24NWLC46008,937598009662479744,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104182655,2024-10-18 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,578174070089190217619222176436722372,Order to Show Cause,OSC030,,
Collections,24NWLC46008,937598009662479744,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104182656,2024-10-18 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,522396523520384566397176121556924978,Notice,NTC040L,,
Collections,24NWLC46008,937598009662479744,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104364186,2024-11-12 00:00:00.000,Proof of Service by Substituted Service,2,820433568766414412263957505015166769,Proof of Service,POS160,,
Collections,24NWLC46008,937598009662479744,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",106093132,2025-02-04 00:00:00.000,Request for Entry of Default / Judgment,2,903385584881196095615075041547376007,Request,REQ080,request_for_default_judgment_24nwlc46008_106093132,https://drive.google.com/file/d/1kxiY_UT5cUqrvScS2VOhj5SxBO3pzU19/view?usp=drivesdk
Collections,24NWLC46008,937598009662479744,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",106093134,2025-02-04 00:00:00.000,Declaration Pursuant to 585 CCP in Support of Default Judgment,2,1236226863191534259125492165338970383,Declaration,DEC071,declaration_24nwlc46008_106093134,https://drive.google.com/file/d/1LNvQN0TvKvYCLtNA3sYWdkHdMKR0cfWz/view?usp=drivesdk
Collections,24NWLC46008,937598009662479744,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",106093135,2025-02-04 00:00:00.000,Request for Dismissal,2,591046612672323714460846436319079220,Request,REQ070,,
Collections,24NWLC46008,937598009662479744,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",106093136,2025-02-04 00:00:00.000,Declaration of Costs - CCP 1033,2,553413799385530070354893974954416325,Costs,CST010,declaration_24nwlc46008_106093136,
Collections,24NWLC46008,937598009662479744,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",106093133,2025-02-20 00:00:00.000,Default Judgment,2,199638769156184489449214986598082089,Judgment,JUD020,,
Collections,24NWLC46824,328227106464544768,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104248157,2024-10-25 00:00:00.000,Complaint,2,157826858123208648938292201385212537,Complaint,COM040,complaint_24nwlc46824_104248157,https://drive.google.com/file/d/1SyaokIKw2GqEZVc-ZK5IPq4bIV2Eywf7/view?usp=drivesdk
Collections,24NWLC46824,328227106464544768,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104248158,2024-10-25 00:00:00.000,Civil Case Cover Sheet,2,634953037261278030323576497857188853,Miscellaneous,MISC020,,
Collections,24NWLC46824,328227106464544768,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104248159,2024-10-25 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,891166577405249281308217326325698794,Declaration,DEC075,declaration_24nwlc46824_104248159,
Collections,24NWLC46824,328227106464544768,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104248160,2024-10-25 00:00:00.000,Summons,2,642212959663633510862863282776405772,Issuance,ISS030,,
Collections,24NWLC46824,328227106464544768,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104248161,2024-10-25 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,1040277632313751434858695535200709240,Order to Show Cause,OSC030,,
Collections,24NWLC46824,328227106464544768,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104248162,2024-10-25 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,1150662309700143422576860312372365860,Notice,NTC040L,,
Collections,24NWLC46824,328227106464544768,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104513789,2024-11-19 00:00:00.000,Proof of Personal Service,2,167332450134799220731938796856423954,Proof of Service,POS110,,
Collections,24NWLC46824,328227106464544768,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",110511605,2025-08-04 00:00:00.000,Request for Entry of Default / Judgment,2,1012573520958237630034976165952813625,Request,REQ080,request_for_default_judgment_24nwlc46824_110511605,https://drive.google.com/file/d/1xSVgLiGDGLuTzBBO_l6T3RXCKaCJa1Td/view?usp=drivesdk
Collections,24NWLC46824,328227106464544768,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",110511607,2025-08-04 00:00:00.000,Declaration Pursuant to 585 CCP in Support of Default Judgment,2,992844621045559893765998419596235597,Declaration,DEC071,declaration_24nwlc46824_110511607,https://drive.google.com/file/d/16fZbHFlE1DEDi60W6wshsX0KOZ7Uck4j/view?usp=drivesdk
Collections,24NWLC46824,328227106464544768,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",110511608,2025-08-04 00:00:00.000,Declaration of Costs - CCP 1033,2,972450547514558889359307983584495784,Costs,CST010,declaration_24nwlc46824_110511608,
Collections,24NWLC46824,328227106464544768,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",110511609,2025-08-04 00:00:00.000,Request for Dismissal,2,665447168264701414536811655851456535,Request,REQ070,,
Collections,24NWLC46824,328227106464544768,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",110511606,2025-09-08 00:00:00.000,Judgment,2,1324588952405351201741478296482693096,Judgment,JUD015,,
Collections,24NWLC47462,328031542555056704,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104315024,2024-10-29 00:00:00.000,Complaint,2,287780067815201874063599867525587859,Complaint,COM040,complaint_24nwlc47462_104315024,https://drive.google.com/file/d/1db7R4tmPZp8t__8px1xhKTLjFrSc3GQw/view?usp=drivesdk
Collections,24NWLC47462,328031542555056704,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104315025,2024-10-29 00:00:00.000,Declaration (name extension),2,1026391612215469637092106694347787622,Declaration,DEC010,declaration_24nwlc47462_104315025,https://drive.google.com/file/d/1FAVexp-4eePYCzqt70TLDlGAQg_6_erR/view?usp=drivesdk
Collections,24NWLC47462,328031542555056704,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104315026,2024-10-29 00:00:00.000,Summons,2,110595122664077736174121017870441864,Issuance,ISS030,,
Collections,24NWLC47462,328031542555056704,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104315027,2024-10-29 00:00:00.000,Civil Case Cover Sheet,2,982678220573190696998983797376119118,Miscellaneous,MISC020,,
Collections,24NWLC47462,328031542555056704,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104315029,2024-10-29 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,248364540793574083083708734387517061,Order to Show Cause,OSC030,,
Collections,24NWLC47462,328031542555056704,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104315030,2024-10-29 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,368317708019200516883135076618313952,Notice,NTC040L,,
Collections,24NWLC47462,328031542555056704,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104577323,2024-11-18 00:00:00.000,Proof of Personal Service,2,1165056353595598494532927438336918908,Proof of Service,POS110,,
Collections,24NWLC47462,328031542555056704,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",106679344,2025-02-28 00:00:00.000,Request for Entry of Default / Judgment,2,159197915453513992584502128173566740,Request,REQ080,request_for_default_judgment_24nwlc47462_106679344,https://drive.google.com/file/d/1Q4LTP1rgACaBCuSjm-ytPyw3mF0UDSQ2/view?usp=drivesdk
Collections,24NWLC47462,328031542555056704,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",106679346,2025-02-28 00:00:00.000,Declaration (name extension),2,225974618094178862855997058567867566,Declaration,DEC010,declaration_24nwlc47462_106679346,https://drive.google.com/file/d/16fjJMAQnHbiO_mirDD79NDQHDZzb2MS6/view?usp=drivesdk
Collections,24NWLC47462,328031542555056704,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",106679347,2025-02-28 00:00:00.000,Declaration (name extension),2,958781384378381323538446557470325479,Declaration,DEC010,declaration_24nwlc47462_106679347,https://drive.google.com/file/d/1W-cBr0sQXRKi_AJJMLHopLsSnp_f6BD5/view?usp=drivesdk
Collections,24NWLC47462,328031542555056704,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",106679348,2025-02-28 00:00:00.000,Declaration of Costs - CCP 1033,2,1078587748808292826217686958257673284,Costs,CST010,declaration_24nwlc47462_106679348,
Collections,24NWLC47462,328031542555056704,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",106679349,2025-02-28 00:00:00.000,Declaration re: Attorney's Fees,2,485275701143185378028932796328311964,Declaration,DEC080,declaration_24nwlc47462_106679349,
Collections,24NWLC47462,328031542555056704,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",106679351,2025-02-28 00:00:00.000,Request for Dismissal,2,814210128161465954568033606152912141,Request,REQ070,,
Collections,24NWLC47462,328031542555056704,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",106679345,2025-03-13 00:00:00.000,Judgment,2,647467905450139444855748376677186196,Judgment,JUD015,,
Collections,24NWLC47462,328031542555056704,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",110939239,2025-08-20 00:00:00.000,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2,698713827745836727419074218093221491,Costs,CST040,declaration_24nwlc47462_110939239,
Collections,24NWLC47462,328031542555056704,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",110939238,2025-09-04 00:00:00.000,Writ of Execution,2,300112387652416475510366081658264848,Writ,WRIT030,,
Collections,24NWLC47699,576060337827079360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104354473,2024-10-31 00:00:00.000,Complaint,2,1222098440032426928491919870941658815,Complaint,COM040,complaint_24nwlc47699_104354473,https://drive.google.com/file/d/1PEy2-B8C5UqUFNESdizOOmVgtLrxWml8/view?usp=drivesdk
Collections,24NWLC47699,576060337827079360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104354474,2024-10-31 00:00:00.000,Civil Case Cover Sheet,2,632550161576660727681928387936297292,Miscellaneous,MISC020,,
Collections,24NWLC47699,576060337827079360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104354475,2024-10-31 00:00:00.000,Summons,2,680104407605674485376789052971479102,Issuance,ISS030,,
Collections,24NWLC47699,576060337827079360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104354476,2024-10-31 00:00:00.000,Declaration (name extension),2,606589201340966696644884213867206753,Declaration,DEC010,declaration_24nwlc47699_104354476,https://drive.google.com/file/d/1VKk98o9gMSHsX7qCheS8Osnbb9NPOChA/view?usp=drivesdk
Collections,24NWLC47699,576060337827079360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104354477,2024-10-31 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,492252027898230804837624380654373364,Order to Show Cause,OSC030,,
Collections,24NWLC47699,576060337827079360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104354478,2024-10-31 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,703100679246035695044952641541770063,Notice,NTC040L,,
Collections,24NWLC47699,576060337827079360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104576525,2024-11-18 00:00:00.000,Proof of Personal Service,2,160805886945172278851112935415665474,Proof of Service,POS110,,
Collections,24NWLC47699,576060337827079360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",108595972,2025-05-20 00:00:00.000,Request for Entry of Default / Judgment,2,1140172055000804798570371497478631020,Request,REQ080,request_for_default_judgment_24nwlc47699_108595972,https://drive.google.com/file/d/1wJaDtABb7T6YvTmiwahdUTDYqq79ULif/view?usp=drivesdk
Collections,24NWLC47699,576060337827079360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",108595973,2025-05-20 00:00:00.000,Declaration (name extension),2,1270847432866185905533369819919841192,Declaration,DEC010,declaration_24nwlc47699_108595973,https://drive.google.com/file/d/1dCmN2lY6Nu5N2-jLo8BbQssfnBbx2lJe/view?usp=drivesdk
Collections,24NWLC47699,576060337827079360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",108595974,2025-05-20 00:00:00.000,Declaration re: Attorney's Fees,2,773756441685281002752282725909191590,Declaration,DEC080,declaration_24nwlc47699_108595974,
Collections,24NWLC47699,576060337827079360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",108595976,2025-05-20 00:00:00.000,Declaration (name extension),2,1776075829028331375024555328634134,Declaration,DEC010,declaration_24nwlc47699_108595976,https://drive.google.com/file/d/1zlMPV_KAqVCG08WtTF448zLfvwiWrUWm/view?usp=drivesdk
Collections,24NWLC47699,576060337827079360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",108595977,2025-05-20 00:00:00.000,Declaration of Costs - CCP 1033,2,802639532567639360645512847195384600,Costs,CST010,declaration_24nwlc47699_108595977,
Collections,24NWLC47699,576060337827079360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",108595978,2025-05-20 00:00:00.000,Request for Dismissal,2,1145517084300733719562439919211106684,Request,REQ070,,
Collections,24NWLC47699,576060337827079360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",108595975,2025-06-09 00:00:00.000,Judgment,2,330237031798361087734698616058041865,Judgment,JUD015,,
Collections,24NWLC51041,1111643207508647680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104724475,2024-11-19 00:00:00.000,Complaint,2,1224964438232252525804749685810202415,Complaint,COM040,complaint_24nwlc51041_104724475,https://drive.google.com/file/d/163gVY63WO-GMZKezK-TR915xc_cmCYyH/view?usp=drivesdk
Collections,24NWLC51041,1111643207508647680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104724476,2024-11-19 00:00:00.000,Civil Case Cover Sheet,2,1186368933655566929129893096341875887,Miscellaneous,MISC020,,
Collections,24NWLC51041,1111643207508647680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104724477,2024-11-19 00:00:00.000,Summons,2,157593498740224443259080709659635352,Issuance,ISS030,,
Collections,24NWLC51041,1111643207508647680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104724478,2024-11-19 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,375922969509017909313139313748171347,Declaration,DEC075,declaration_24nwlc51041_104724478,
Collections,24NWLC51041,1111643207508647680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104724479,2024-11-19 00:00:00.000,Declaration (name extension),2,104931096557926795183814520875587863,Declaration,DEC010,declaration_24nwlc51041_104724479,https://drive.google.com/file/d/1ZCKIMPe-4sicex0feKm7_IMlMPl0389G/view?usp=drivesdk
Collections,24NWLC51041,1111643207508647680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104724480,2024-11-19 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,1271313278381015896745837076070337593,Order to Show Cause,OSC030,,
Collections,24NWLC51041,1111643207508647680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104724482,2024-11-19 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,175474703414764274730873219401219479,Notice,NTC040L,,
Collections,24NWLC51041,1111643207508647680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",105207726,2024-12-10 00:00:00.000,Proof of Personal Service,2,917625248153093535699321652979001494,Proof of Service,POS110,,
Collections,24NWLC51041,1111643207508647680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107342613,2025-03-25 00:00:00.000,Request for Entry of Default / Judgment,2,759239222273773570302136924206202214,Request,REQ080,request_for_default_judgment_24nwlc51041_107342613,https://drive.google.com/file/d/1J1Vtcn7RIU_1fBa62HTHKflQRZLDQ7JC/view?usp=drivesdk
Collections,24NWLC51041,1111643207508647680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107342614,2025-03-25 00:00:00.000,Declaration of Costs - CCP 1033,2,332616859982101930886809617066003032,Costs,CST010,declaration_24nwlc51041_107342614,
Collections,24NWLC51041,1111643207508647680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107342615,2025-03-25 00:00:00.000,Declaration re: Attorney's Fees,2,535412410372450978707032595383045513,Declaration,DEC080,declaration_24nwlc51041_107342615,
Collections,24NWLC51041,1111643207508647680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107342616,2025-03-25 00:00:00.000,Declaration (name extension),2,73440048482869321301250077620016070,Declaration,DEC010,declaration_24nwlc51041_107342616,https://drive.google.com/file/d/1dblKggcSt58mawG3H7Q9trL1y4rtGGI9/view?usp=drivesdk
Collections,24NWLC51041,1111643207508647680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107342617,2025-03-25 00:00:00.000,Declaration (name extension),2,1002184042790846912513073016902416466,Declaration,DEC010,declaration_24nwlc51041_107342617,https://drive.google.com/file/d/13a_lj2bE_nd62JjXE26_o0WK22FcBu41/view?usp=drivesdk
Collections,24NWLC51041,1111643207508647680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107342619,2025-03-25 00:00:00.000,Request for Dismissal,2,337555909937543938575914654996595549,Request,REQ070,,
Collections,24NWLC51041,1111643207508647680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107342618,2025-04-15 00:00:00.000,Judgment,2,697336988688459679221137300122221058,Judgment,JUD015,,
Collections,24NWLC51572,398604274163019904,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104775484,2024-11-22 00:00:00.000,Complaint,2,490718216588411916108751049839883453,Complaint,COM040,complaint_24nwlc51572_104775484,https://drive.google.com/file/d/11NDddeC_ur4NoLSkIkoPx9smn245tMg6/view?usp=drivesdk
Collections,24NWLC51572,398604274163019904,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104775485,2024-11-22 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,1016207559229788970162278129129700295,Declaration,DEC075,declaration_24nwlc51572_104775485,
Collections,24NWLC51572,398604274163019904,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104775486,2024-11-22 00:00:00.000,Summons,2,763109098121130477019941235857575875,Issuance,ISS030,,
Collections,24NWLC51572,398604274163019904,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104775487,2024-11-22 00:00:00.000,Civil Case Cover Sheet,2,725740803432793317546940293950402257,Miscellaneous,MISC020,,
Collections,24NWLC51572,398604274163019904,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104775488,2024-11-22 00:00:00.000,Declaration (name extension),2,623125499748579242310023532936828726,Declaration,DEC010,declaration_24nwlc51572_104775488,https://drive.google.com/file/d/1NCHN9SKpszY7IU9DP31nHIgtEotWhJmo/view?usp=drivesdk
Collections,24NWLC51572,398604274163019904,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104775489,2024-11-22 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,460755892198759312187244314809278022,Order to Show Cause,OSC030,,
Collections,24NWLC51572,398604274163019904,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104775490,2024-11-22 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,1233341974959341659505509623172398371,Notice,NTC040L,,
Collections,24NWLC51572,398604274163019904,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",104944967,2024-12-10 00:00:00.000,Proof of Personal Service,2,1002865209856184674012253417462235210,Proof of Service,POS110,,
Collections,24NWLC51572,398604274163019904,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107371833,2025-03-25 00:00:00.000,Request for Entry of Default / Judgment,2,411033496331181263447099858957740556,Request,REQ080,request_for_default_judgment_24nwlc51572_107371833,https://drive.google.com/file/d/17u7HKVtGdHY-pw0TeGlejoOyiw7eWQT5/view?usp=drivesdk
Collections,24NWLC51572,398604274163019904,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107371834,2025-03-25 00:00:00.000,Declaration re: Attorney's Fees,2,1226816592453921189766153255024469028,Declaration,DEC080,declaration_24nwlc51572_107371834,
Collections,24NWLC51572,398604274163019904,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107371835,2025-03-25 00:00:00.000,Declaration (name extension),2,1167995068433540189607428807390090609,Declaration,DEC010,declaration_24nwlc51572_107371835,https://drive.google.com/file/d/1tTNzDUO3UpYNzqlfqxl73l-CQdfMneqI/view?usp=drivesdk
Collections,24NWLC51572,398604274163019904,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107371836,2025-03-25 00:00:00.000,Request for Dismissal,2,997546754637099652184902509847943813,Request,REQ070,,
